locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFDHAJOI_04346	CDS	795	glnH		COG0834	Glutamine-binding periplasmic protein
HFDHAJOI_04347	CDS	699	lutR_4		COG2186	HTH-type transcriptional regulator LutR
HFDHAJOI_04348	CDS	1704	gsiA_4	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
HFDHAJOI_04349	CDS	945	fmdA	3.5.1.49		Formamidase
HFDHAJOI_04350	CDS	1620				hypothetical protein
HFDHAJOI_04351	CDS	921	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
HFDHAJOI_04352	CDS	849	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
HFDHAJOI_04353	CDS	585				hypothetical protein
HFDHAJOI_04354	CDS	1254	amiC_3			Aliphatic amidase expression-regulating protein
HFDHAJOI_04355	CDS	1650	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
HFDHAJOI_04356	CDS	861				hypothetical protein
HFDHAJOI_04357	CDS	852				hypothetical protein
HFDHAJOI_04358	CDS	738				hypothetical protein
HFDHAJOI_04359	CDS	603				hypothetical protein
HFDHAJOI_04360	CDS	1467		1.13.11.43		Lignostilbene-alpha,beta-dioxygenase isozyme I
HFDHAJOI_04361	CDS	1476	pchA	1.2.1.96		4-hydroxybenzaldehyde dehydrogenase (NADP(+))
HFDHAJOI_04362	CDS	1224	ymfD			Bacillibactin exporter
HFDHAJOI_04363	CDS	1026				hypothetical protein
HFDHAJOI_04364	CDS	642	nicS			HTH-type transcriptional repressor NicS
HFDHAJOI_04365	CDS	888	aroE_2	1.1.1.-		Quinate/shikimate dehydrogenase (NAD(+))
HFDHAJOI_04366	CDS	993	siaP_2		COG1638	Sialic acid-binding periplasmic protein SiaP
HFDHAJOI_04367	CDS	519				hypothetical protein
HFDHAJOI_04368	CDS	1302	dctM_4		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
HFDHAJOI_04369	CDS	450	aroQ_2	4.2.1.10	COG0757	3-dehydroquinate dehydratase
HFDHAJOI_04370	CDS	1890				hypothetical protein
HFDHAJOI_04371	CDS	1038				hypothetical protein
HFDHAJOI_04372	CDS	927	mhpC	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
HFDHAJOI_04373	CDS	558				hypothetical protein
HFDHAJOI_04374	CDS	909	gcvA_11			Glycine cleavage system transcriptional activator
HFDHAJOI_04375	CDS	1254		1.14.13.239		Carnitine monooxygenase oxygenase subunit
HFDHAJOI_04376	CDS	1080	hmp	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
HFDHAJOI_04377	CDS	2037	stcD	1.-.-.-		putative N-methylproline demethylase
HFDHAJOI_04378	CDS	624				hypothetical protein
HFDHAJOI_04379	CDS	1074				hypothetical protein
HFDHAJOI_04380	CDS	822	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
HFDHAJOI_04381	CDS	1056	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
HFDHAJOI_04382	CDS	1044	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
HFDHAJOI_04383	CDS	999				hypothetical protein
HFDHAJOI_04384	CDS	2160	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
HFDHAJOI_04385	CDS	900	rhaR_4			HTH-type transcriptional activator RhaR
HFDHAJOI_04386	CDS	2754				hypothetical protein
HFDHAJOI_04387	CDS	522	sigE_2		COG1595	ECF RNA polymerase sigma factor SigE
HFDHAJOI_04388	CDS	1002				hypothetical protein
HFDHAJOI_04389	CDS	2925				hypothetical protein
HFDHAJOI_04390	CDS	1071	melR_2		COG1609	HTH-type transcriptional repressor MelR
HFDHAJOI_04391	CDS	1269	lacE			Lactose-binding protein
HFDHAJOI_04392	CDS	897	lacF_2			Lactose transport system permease protein LacF
HFDHAJOI_04393	CDS	822	lacG			Lactose transport system permease protein LacG
HFDHAJOI_04394	CDS	2244	lacZ	3.2.1.23		Beta-galactosidase
HFDHAJOI_04395	CDS	1092	malK_8	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
HFDHAJOI_04396	CDS	390				hypothetical protein
HFDHAJOI_04397	CDS	582	azoR_3	1.7.1.17		FMN-dependent NADH-azoreductase
HFDHAJOI_04398	CDS	1410				hypothetical protein
HFDHAJOI_04399	CDS	1314	codAch2	3.5.4.11	COG0402	Pterin deaminase
HFDHAJOI_04400	CDS	795	ribX_3			Riboflavin transport system permease protein RibX
HFDHAJOI_04401	CDS	921	btuD_13	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFDHAJOI_04402	CDS	1017				hypothetical protein
HFDHAJOI_04403	CDS	954	argP			HTH-type transcriptional regulator ArgP
HFDHAJOI_04404	CDS	801	mftE_2	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
HFDHAJOI_04405	CDS	774				hypothetical protein
HFDHAJOI_04406	CDS	261				hypothetical protein
HFDHAJOI_04407	CDS	1767	actP_3		COG4147	Cation/acetate symporter ActP
HFDHAJOI_04408	CDS	1827	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HFDHAJOI_04409	CDS	522				hypothetical protein
HFDHAJOI_04410	CDS	2076	polC	2.7.7.7		DNA polymerase III PolC-type
HFDHAJOI_04411	CDS	945				hypothetical protein
HFDHAJOI_04412	CDS	495				hypothetical protein
HFDHAJOI_04413	CDS	1518				hypothetical protein
HFDHAJOI_04414	CDS	165				hypothetical protein
HFDHAJOI_04415	CDS	1875				hypothetical protein
HFDHAJOI_04416	CDS	1020				hypothetical protein
HFDHAJOI_04417	CDS	399				hypothetical protein
HFDHAJOI_04418	CDS	675				hypothetical protein
HFDHAJOI_04419	CDS	1785	araC_2	4.2.1.25		L-arabonate dehydratase
HFDHAJOI_04420	CDS	903	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
HFDHAJOI_04421	CDS	885	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
HFDHAJOI_04422	CDS	1047	btuD_14	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFDHAJOI_04423	CDS	825	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
HFDHAJOI_04424	CDS	870	potB_5		COG1176	Spermidine/putrescine transport system permease protein PotB
HFDHAJOI_04425	CDS	1152				hypothetical protein
HFDHAJOI_04426	CDS	1086	cytR_3		COG1609	HTH-type transcriptional repressor CytR
HFDHAJOI_04427	CDS	1398	hutI_2	3.5.2.7		Imidazolonepropionase
HFDHAJOI_04428	CDS	789	mtrA		COG0745	DNA-binding response regulator MtrA
HFDHAJOI_04429	CDS	795				hypothetical protein
HFDHAJOI_04430	CDS	162				hypothetical protein
HFDHAJOI_04431	CDS	717	traR_1			putative transcriptional activator protein TraR
HFDHAJOI_04432	CDS	1335				hypothetical protein
HFDHAJOI_04433	CDS	486				hypothetical protein
HFDHAJOI_04434	CDS	825				hypothetical protein
HFDHAJOI_04435	CDS	666				hypothetical protein
HFDHAJOI_04436	CDS	1200				hypothetical protein
HFDHAJOI_04437	CDS	816				hypothetical protein
HFDHAJOI_04438	CDS	2475	virB4_1		COG3451	Type IV secretion system protein virB4
HFDHAJOI_04439	CDS	294				hypothetical protein
HFDHAJOI_04440	CDS	429				hypothetical protein
HFDHAJOI_04441	CDS	939			COG0630	Type IV secretion system protein VirB11
HFDHAJOI_04442	CDS	684	anoI	2.3.1.184		Acyl-homoserine-lactone synthase
HFDHAJOI_04443	CDS	1188				hypothetical protein
HFDHAJOI_04444	CDS	978	noc_1			Nucleoid occlusion protein
HFDHAJOI_04445	CDS	1215				hypothetical protein
HFDHAJOI_04446	CDS	1158	xerC_5			Tyrosine recombinase XerC
HFDHAJOI_04447	CDS	279				hypothetical protein
HFDHAJOI_04448	CDS	405		3.1.-.-	COG3742	Ribonuclease VapC36
HFDHAJOI_04449	CDS	258				hypothetical protein
HFDHAJOI_04450	CDS	1134				hypothetical protein
HFDHAJOI_04451	CDS	2805				hypothetical protein
HFDHAJOI_04452	CDS	1650				hypothetical protein
HFDHAJOI_04453	CDS	774				hypothetical protein
HFDHAJOI_04454	CDS	1059				hypothetical protein
HFDHAJOI_04455	CDS	2625				hypothetical protein
HFDHAJOI_04456	CDS	153				hypothetical protein
HFDHAJOI_04457	CDS	936				hypothetical protein
HFDHAJOI_04458	CDS	1749				hypothetical protein
HFDHAJOI_04459	CDS	2361				hypothetical protein
HFDHAJOI_04460	CDS	579				hypothetical protein
HFDHAJOI_04461	CDS	447				hypothetical protein
HFDHAJOI_04462	CDS	666				hypothetical protein
HFDHAJOI_04463	CDS	594				hypothetical protein
HFDHAJOI_04464	CDS	744				IS3 family transposase ISPmar2
HFDHAJOI_04465	CDS	279				IS3 family transposase ISMsi4
HFDHAJOI_04466	CDS	585				hypothetical protein
HFDHAJOI_04467	CDS	222				hypothetical protein
HFDHAJOI_04468	CDS	123				hypothetical protein
HFDHAJOI_04469	CDS	1188				hypothetical protein
HFDHAJOI_04470	CDS	942				hypothetical protein
HFDHAJOI_04471	CDS	1566				hypothetical protein
HFDHAJOI_04472	CDS	3471				hypothetical protein
HFDHAJOI_04473	CDS	1524				hypothetical protein
HFDHAJOI_04474	CDS	1305				hypothetical protein
HFDHAJOI_04475	CDS	1191				hypothetical protein
HFDHAJOI_04476	CDS	1020				hypothetical protein
HFDHAJOI_04477	CDS	1782				hypothetical protein
HFDHAJOI_04478	CDS	534				hypothetical protein
HFDHAJOI_04479	CDS	822				hypothetical protein
HFDHAJOI_04480	CDS	1392				hypothetical protein
HFDHAJOI_04481	CDS	1482				hypothetical protein
HFDHAJOI_04482	CDS	510				hypothetical protein
HFDHAJOI_04483	CDS	945				hypothetical protein
HFDHAJOI_04484	CDS	2781	clpV1		COG0542	Protein ClpV1
HFDHAJOI_04485	CDS	477				hypothetical protein
HFDHAJOI_04486	CDS	873				hypothetical protein
HFDHAJOI_04487	CDS	663				hypothetical protein
HFDHAJOI_04488	CDS	498				hypothetical protein
HFDHAJOI_04489	CDS	504				hypothetical protein
HFDHAJOI_04490	CDS	2454				hypothetical protein
HFDHAJOI_04491	CDS	954				hypothetical protein
HFDHAJOI_04492	CDS	762				hypothetical protein
HFDHAJOI_04493	CDS	441				hypothetical protein
HFDHAJOI_04494	CDS	306				hypothetical protein
HFDHAJOI_04495	CDS	1056				hypothetical protein
HFDHAJOI_04496	CDS	744				IS3 family transposase ISPmar2
HFDHAJOI_04497	CDS	279				IS3 family transposase ISMsi4
HFDHAJOI_04498	CDS	771				hypothetical protein
HFDHAJOI_04499	CDS	525				hypothetical protein
HFDHAJOI_04500	CDS	828				IS3 family transposase ISPam3
HFDHAJOI_04501	CDS	1449				hypothetical protein
HFDHAJOI_04502	CDS	813				IS21 family transposase ISCsp3
HFDHAJOI_04503	CDS	744				hypothetical protein
HFDHAJOI_04504	CDS	675				hypothetical protein
HFDHAJOI_04505	CDS	297				hypothetical protein
HFDHAJOI_04506	CDS	693				hypothetical protein
HFDHAJOI_04507	CDS	2217				hypothetical protein
HFDHAJOI_04508	CDS	579				hypothetical protein
HFDHAJOI_04509	CDS	447				hypothetical protein
HFDHAJOI_04510	CDS	1074				hypothetical protein
HFDHAJOI_04511	CDS	135				hypothetical protein
HFDHAJOI_04512	CDS	789	ydcV_8			Inner membrane ABC transporter permease protein YdcV
HFDHAJOI_04513	CDS	885	potB_6		COG1176	Spermidine/putrescine transport system permease protein PotB
HFDHAJOI_04514	CDS	1095	potA_5	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
HFDHAJOI_04515	CDS	1134				hypothetical protein
HFDHAJOI_04516	CDS	975	gpuA_2	3.5.3.17	COG0010	Guanidinopropionase
HFDHAJOI_04517	CDS	795				hypothetical protein
HFDHAJOI_04518	CDS	753	sdh	1.1.1.276		Serine 3-dehydrogenase
HFDHAJOI_04519	CDS	1383	hpa/tpa	2.6.1.77	COG0161	Hypotaurine/taurine--pyruvate aminotransferase
HFDHAJOI_04520	CDS	1506	tauR		COG1167	HTH-type transcriptional regulator TauR
HFDHAJOI_04521	CDS	321				hypothetical protein
HFDHAJOI_04522	CDS	201				hypothetical protein
HFDHAJOI_04523	CDS	228				hypothetical protein
HFDHAJOI_04524	CDS	111				hypothetical protein
HFDHAJOI_04525	CDS	1128				hypothetical protein
HFDHAJOI_04526	CDS	684				hypothetical protein
HFDHAJOI_04527	CDS	1038	btuD_15	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFDHAJOI_04528	CDS	1026	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
HFDHAJOI_04529	CDS	972	gsiC_5		COG0601	Glutathione transport system permease protein GsiC
HFDHAJOI_04530	CDS	1023	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
HFDHAJOI_04531	CDS	1698	oppA		COG4166	Periplasmic oligopeptide-binding protein
HFDHAJOI_04532	CDS	894	laaA	3.5.1.101		L-amino acid amidase
HFDHAJOI_04533	CDS	591				hypothetical protein
HFDHAJOI_04534	CDS	1215	amiC_4			Aliphatic amidase expression-regulating protein
HFDHAJOI_04535	CDS	1023	degA_2		COG1609	HTH-type transcriptional regulator DegA
HFDHAJOI_04536	CDS	951	rbsB_3		COG1879	Ribose import binding protein RbsB
HFDHAJOI_04537	CDS	819	frcA_4	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
HFDHAJOI_04538	CDS	1002	xylH_4		COG4214	Xylose transport system permease protein XylH
HFDHAJOI_04539	CDS	1065				hypothetical protein
HFDHAJOI_04540	CDS	771				hypothetical protein
HFDHAJOI_04541	CDS	912	rbsK_2	2.7.1.15	COG0524	Ribokinase
HFDHAJOI_04542	CDS	843				hypothetical protein
HFDHAJOI_04543	CDS	645	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
HFDHAJOI_04544	CDS	1260	hyuC_2	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
HFDHAJOI_04545	CDS	1059	cra		COG1609	Catabolite repressor/activator
HFDHAJOI_04546	CDS	984	lsrB_3			Autoinducer 2-binding protein LsrB
HFDHAJOI_04547	CDS	1515	rbsA_6	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HFDHAJOI_04548	CDS	1032	rbsC_6		COG1172	Ribose import permease protein RbsC
HFDHAJOI_04549	CDS	987	lsrD_4			Autoinducer 2 import system permease protein LsrD
HFDHAJOI_04550	CDS	849		5.1.3.31	COG1082	L-ribulose 3-epimerase
HFDHAJOI_04551	CDS	645	udk	2.7.1.48		Uridine kinase
HFDHAJOI_04552	CDS	1446	fucK_2	2.7.1.51		L-fuculokinase
HFDHAJOI_04553	CDS	696	ald2	4.1.2.-	COG0235	5-(methylthio)ribulose-1-phosphate aldolase
HFDHAJOI_04554	CDS	1632	araB_3	2.7.1.16	COG1069	Ribulokinase
HFDHAJOI_04555	CDS	864	dinG_2	3.1.-.-		3'-5' exonuclease DinG
HFDHAJOI_04556	CDS	774	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
HFDHAJOI_04557	CDS	1104	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
HFDHAJOI_04558	CDS	1230				hypothetical protein
HFDHAJOI_04559	CDS	930	traC_1	2.7.7.-		DNA primase TraC
HFDHAJOI_04560	CDS	582				hypothetical protein
HFDHAJOI_04561	CDS	465				hypothetical protein
HFDHAJOI_04562	CDS	711				hypothetical protein
HFDHAJOI_04563	CDS	318				hypothetical protein
HFDHAJOI_04564	CDS	2061	uvrD	3.6.4.12	COG0210	DNA helicase II
HFDHAJOI_04565	CDS	348				hypothetical protein
HFDHAJOI_04566	CDS	891	hcaR_1			Hca operon transcriptional activator HcaR
HFDHAJOI_04567	CDS	285				hypothetical protein
HFDHAJOI_04568	CDS	1329				hypothetical protein
HFDHAJOI_04569	CDS	342				hypothetical protein
HFDHAJOI_04570	CDS	378	higA		COG5499	Antitoxin HigA
HFDHAJOI_04571	CDS	204	cspA_3		COG1278	Cold shock protein CspA
HFDHAJOI_04572	CDS	429				hypothetical protein
HFDHAJOI_04573	CDS	1857				hypothetical protein
HFDHAJOI_04574	CDS	261				hypothetical protein
HFDHAJOI_04575	CDS	1311				hypothetical protein
HFDHAJOI_04576	CDS	756				hypothetical protein
HFDHAJOI_04577	CDS	3918				hypothetical protein
HFDHAJOI_04578	CDS	1017	algL_2	4.2.2.3		Alginate lyase
HFDHAJOI_04579	CDS	1248				hypothetical protein
HFDHAJOI_04580	CDS	2760				hypothetical protein
HFDHAJOI_04581	CDS	2739				hypothetical protein
HFDHAJOI_04582	CDS	1128				hypothetical protein
HFDHAJOI_04583	CDS	3654				hypothetical protein
HFDHAJOI_04584	CDS	1446	algA_3		COG0662	Alginate biosynthesis protein AlgA
HFDHAJOI_04585	CDS	1125		2.4.1.33		Mannuronan synthase
HFDHAJOI_04586	CDS	1500	alg8_2	2.4.1.33	COG1215	Mannuronan synthase
HFDHAJOI_04587	CDS	1311	algD_2	1.1.1.132	COG1004	GDP-mannose 6-dehydrogenase
HFDHAJOI_04588	CDS	699				hypothetical protein
HFDHAJOI_04589	CDS	1293		5.1.3.11		Cellobiose 2-epimerase
HFDHAJOI_04590	CDS	1524	glmM_3			Phosphoglucosamine mutase
HFDHAJOI_04591	CDS	483	ros_2		COG4957	Transcriptional regulatory protein ros
HFDHAJOI_04592	CDS	1791	prsD_2			Type I secretion system ATP-binding protein PrsD
HFDHAJOI_04593	CDS	1296	prsE_3			Type I secretion system membrane fusion protein PrsE
HFDHAJOI_04594	CDS	390				hypothetical protein
HFDHAJOI_04595	CDS	828				IS3 family transposase IS426
HFDHAJOI_04596	CDS	570				hypothetical protein
HFDHAJOI_04597	CDS	144				hypothetical protein
HFDHAJOI_04598	CDS	90				hypothetical protein
HFDHAJOI_04599	CDS	267				hypothetical protein
HFDHAJOI_04600	CDS	954	nicB_2	1.14.13.163		6-hydroxy-3-succinoylpyridine 3-monooxygenase HspA
HFDHAJOI_04601	CDS	1428				ISNCY family transposase ISRel10
HFDHAJOI_04602	CDS	738				hypothetical protein
HFDHAJOI_04603	CDS	1179				hypothetical protein
HFDHAJOI_04604	CDS	699				hypothetical protein
HFDHAJOI_04605	CDS	312				hypothetical protein
HFDHAJOI_04606	CDS	255				hypothetical protein
HFDHAJOI_04607	CDS	309				hypothetical protein
HFDHAJOI_04608	CDS	7650				hypothetical protein
HFDHAJOI_04609	CDS	327				hypothetical protein
HFDHAJOI_04610	CDS	204				hypothetical protein
HFDHAJOI_04611	CDS	1908				hypothetical protein
HFDHAJOI_04612	CDS	216				hypothetical protein
HFDHAJOI_04613	CDS	297				hypothetical protein
HFDHAJOI_04614	CDS	3309	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
HFDHAJOI_04615	CDS	558				hypothetical protein
HFDHAJOI_04616	CDS	1176				hypothetical protein
HFDHAJOI_04617	CDS	261				hypothetical protein
HFDHAJOI_04618	CDS	810	uppP_2	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
HFDHAJOI_04619	CDS	702	traR_2			putative transcriptional activator protein TraR
HFDHAJOI_04620	CDS	912		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
HFDHAJOI_04621	CDS	813				hypothetical protein
HFDHAJOI_04622	CDS	990	galE_3	5.1.3.2	COG1087	UDP-glucose 4-epimerase
HFDHAJOI_04623	CDS	888	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HFDHAJOI_04624	CDS	684	wcaJ_2	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
HFDHAJOI_04625	CDS	516				hypothetical protein
HFDHAJOI_04626	CDS	387				IS3 family transposase ISPmar2
HFDHAJOI_04627	CDS	270				IS3 family transposase ISMex5
HFDHAJOI_04628	CDS	1893				hypothetical protein
HFDHAJOI_04629	CDS	945				hypothetical protein
HFDHAJOI_04630	CDS	936				hypothetical protein
HFDHAJOI_04631	CDS	1086				hypothetical protein
HFDHAJOI_04632	CDS	990				hypothetical protein
HFDHAJOI_04633	CDS	789	pphB	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
HFDHAJOI_04634	CDS	1272				hypothetical protein
HFDHAJOI_04635	CDS	777	exoK	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExoK
HFDHAJOI_04636	CDS	2160				hypothetical protein
HFDHAJOI_04637	CDS	978	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
HFDHAJOI_04638	CDS	1761	uvrA_2			UvrABC system protein A
HFDHAJOI_04639	CDS	897				hypothetical protein
HFDHAJOI_04640	CDS	1842	asnO	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
HFDHAJOI_04641	CDS	279				hypothetical protein
HFDHAJOI_04642	CDS	150				hypothetical protein
HFDHAJOI_04643	CDS	1029				hypothetical protein
HFDHAJOI_04644	CDS	1056				hypothetical protein
HFDHAJOI_04645	CDS	165				hypothetical protein
HFDHAJOI_04646	CDS	378				hypothetical protein
HFDHAJOI_04647	CDS	141				hypothetical protein
HFDHAJOI_04648	CDS	1437				hypothetical protein
HFDHAJOI_04649	CDS	1215				hypothetical protein
HFDHAJOI_04650	CDS	648				hypothetical protein
HFDHAJOI_04651	CDS	2283				hypothetical protein
HFDHAJOI_04652	CDS	726				hypothetical protein
HFDHAJOI_04653	CDS	1032				hypothetical protein
HFDHAJOI_04654	CDS	957				hypothetical protein
HFDHAJOI_04655	CDS	1479				hypothetical protein
HFDHAJOI_04656	CDS	771				hypothetical protein
HFDHAJOI_04657	CDS	921	hcaR_2			Hca operon transcriptional activator HcaR
HFDHAJOI_04658	CDS	1047				hypothetical protein
HFDHAJOI_04659	CDS	903				hypothetical protein
HFDHAJOI_04660	CDS	804				hypothetical protein
HFDHAJOI_04661	CDS	1080	potA_6	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
HFDHAJOI_04662	CDS	867	rdpA	1.14.11.44		(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
HFDHAJOI_04663	CDS	654	ligK	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipate aldolase
HFDHAJOI_04664	CDS	861	nit1_2	3.5.1.128		Deaminated glutathione amidase
HFDHAJOI_04665	CDS	222				hypothetical protein
HFDHAJOI_04666	CDS	288				hypothetical protein
HFDHAJOI_04667	CDS	372				hypothetical protein
HFDHAJOI_04668	CDS	333				hypothetical protein
HFDHAJOI_04669	CDS	204				hypothetical protein
HFDHAJOI_04670	CDS	1092	ala	1.4.1.1		Alanine dehydrogenase
HFDHAJOI_04671	CDS	1353				hypothetical protein
HFDHAJOI_04672	CDS	807	suhB_3	3.1.3.25	COG0483	Inositol-1-monophosphatase
HFDHAJOI_04673	CDS	543				hypothetical protein
HFDHAJOI_04674	CDS	1128				hypothetical protein
HFDHAJOI_04675	CDS	1014	noc_2			Nucleoid occlusion protein
HFDHAJOI_04676	CDS	1239				hypothetical protein
HFDHAJOI_04677	CDS	624				hypothetical protein
HFDHAJOI_04678	CDS	423				hypothetical protein
HFDHAJOI_04679	CDS	447				hypothetical protein
HFDHAJOI_04680	CDS	714	virC1_1			Protein virC1
HFDHAJOI_04681	CDS	402				hypothetical protein
HFDHAJOI_04682	CDS	2184				hypothetical protein
HFDHAJOI_04683	CDS	207				hypothetical protein
HFDHAJOI_04684	CDS	2088				hypothetical protein
HFDHAJOI_04685	CDS	1023			COG0630	Type IV secretion system protein VirB11
HFDHAJOI_04686	CDS	1212				hypothetical protein
HFDHAJOI_04687	CDS	813	ptlF		COG3504	Type IV secretion system protein PtlF
HFDHAJOI_04688	CDS	693	virB8		COG3736	Type IV secretion system protein virB8
HFDHAJOI_04689	CDS	1026				hypothetical protein
HFDHAJOI_04690	CDS	699				hypothetical protein
HFDHAJOI_04691	CDS	1092	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
HFDHAJOI_04692	CDS	2460	virB4_2		COG3451	Type IV secretion system protein virB4
HFDHAJOI_04693	CDS	300				hypothetical protein
HFDHAJOI_04694	CDS	348				hypothetical protein
HFDHAJOI_04695	CDS	975	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
HFDHAJOI_04696	CDS	609				hypothetical protein
HFDHAJOI_04697	CDS	537				hypothetical protein
HFDHAJOI_04698	CDS	705				hypothetical protein
HFDHAJOI_04699	CDS	405				hypothetical protein
HFDHAJOI_04700	CDS	588				hypothetical protein
HFDHAJOI_04701	CDS	423				hypothetical protein
HFDHAJOI_04702	CDS	282				hypothetical protein
HFDHAJOI_04703	CDS	498				hypothetical protein
HFDHAJOI_04704	CDS	693				hypothetical protein
HFDHAJOI_04705	CDS	513				hypothetical protein
HFDHAJOI_04706	CDS	555	hin_1		COG1961	DNA-invertase hin
HFDHAJOI_04707	CDS	960	rhaS_5			HTH-type transcriptional activator RhaS
HFDHAJOI_04708	CDS	825				hypothetical protein
HFDHAJOI_04709	CDS	585				hypothetical protein
HFDHAJOI_04710	CDS	2136	cntO		COG1629	Metal-pseudopaline receptor CntO
HFDHAJOI_04711	CDS	588				hypothetical protein
HFDHAJOI_04712	CDS	1743				hypothetical protein
HFDHAJOI_04713	CDS	1173	garK	2.7.1.165	COG1929	Glycerate 2-kinase
HFDHAJOI_04714	CDS	519	ecfG_5			ECF RNA polymerase sigma factor EcfG
HFDHAJOI_04715	CDS	768				hypothetical protein
HFDHAJOI_04716	CDS	1698				hypothetical protein
HFDHAJOI_04717	CDS	918				hypothetical protein
HFDHAJOI_04718	CDS	231				hypothetical protein
HFDHAJOI_04719	CDS	312				hypothetical protein
HFDHAJOI_04720	CDS	1164	xerC_6			Tyrosine recombinase XerC
HFDHAJOI_04721	CDS	279				hypothetical protein
HFDHAJOI_04722	CDS	432				hypothetical protein
HFDHAJOI_04723	CDS	1134				hypothetical protein
HFDHAJOI_04724	CDS	2298				hypothetical protein
HFDHAJOI_04725	CDS	618				hypothetical protein
HFDHAJOI_04726	CDS	264				IS3 family transposase ISPye5
HFDHAJOI_04727	CDS	828				IS3 family transposase ISPam3
HFDHAJOI_04728	CDS	189				hypothetical protein
